03:38:08	214129	1534	none	/Users/timurtoby/Documents/MacRunner/Main/MacRunner/reports/phase4-hollow-knight/laneA-e3-syscall-x18-20260701-032932-try1-032932	[mr-run] exit=143 (prefix auto-removed on exit)
03:38:13	214129	1534	none	/Users/timurtoby/Documents/MacRunner/Main/MacRunner/reports/phase4-hollow-knight/laneA-e3-syscall-x18-20260701-032932-try1-032932	[mr-run] exit=143 (prefix auto-removed on exit)
03:38:18	214129	1534	none	/Users/timurtoby/Documents/MacRunner/Main/MacRunner/reports/phase4-hollow-knight/laneA-e3-syscall-x18-20260701-032932-try1-032932	[mr-run] exit=143 (prefix auto-removed on exit)
03:38:23	214129	1534	none	/Users/timurtoby/Documents/MacRunner/Main/MacRunner/reports/phase4-hollow-knight/laneA-e3-syscall-x18-20260701-032932-try1-032932	[mr-run] exit=143 (prefix auto-removed on exit)
03:38:28	214129	1534	none	/Users/timurtoby/Documents/MacRunner/Main/MacRunner/reports/phase4-hollow-knight/laneA-e3-syscall-x18-20260701-032932-try1-032932	[mr-run] exit=143 (prefix auto-removed on exit)
03:38:33	214129	1534	none	/Users/timurtoby/Documents/MacRunner/Main/MacRunner/reports/phase4-hollow-knight/laneA-e3-syscall-x18-20260701-032932-try1-032932	[mr-run] exit=143 (prefix auto-removed on exit)
03:38:38	214129	1534	none	/Users/timurtoby/Documents/MacRunner/Main/MacRunner/reports/phase4-hollow-knight/laneA-e3-syscall-x18-20260701-032932-try1-032932	[mr-run] exit=143 (prefix auto-removed on exit)
03:38:43	214129	1534	none	/Users/timurtoby/Documents/MacRunner/Main/MacRunner/reports/phase4-hollow-knight/laneA-e3-syscall-x18-20260701-032932-try1-032932	[mr-run] exit=143 (prefix auto-removed on exit)
03:38:48	214129	1534	none	/Users/timurtoby/Documents/MacRunner/Main/MacRunner/reports/phase4-hollow-knight/laneA-e3-syscall-x18-20260701-032932-try1-032932	[mr-run] exit=143 (prefix auto-removed on exit)
03:38:53	214129	1534	none	/Users/timurtoby/Documents/MacRunner/Main/MacRunner/reports/phase4-hollow-knight/laneA-e3-syscall-x18-20260701-032932-try1-032932	[mr-run] exit=143 (prefix auto-removed on exit)
